  1  33  1    28.000000
  1  33  2    28.000000
  1  33  3    28.000000
  1  33  4    28.000000
  1  33  5    28.000000
  1  33  6    28.000000
  1  33  7    28.000000
  1  34  8    28.000000
  1  34  9    28.000000
  1  34  10    28.000000
  1  34  11    28.000000
  1  34  12    28.000000
  1  34  13    28.000000
  1  35  14    28.000000
  1  35  16    28.000000
  1  35  17    28.000000
  1  35  18    28.000000
  1  35  19    28.000000
  1  35  20    28.000000
  1  36  21    28.000000
  1  36  22    28.000000
  1  36  23    28.000000
  2  33  1    28.000000
  2  33  2    28.000000
  2  33  3    28.000000
  2  33  4    28.000000
  2  33  5    28.000000
  2  33  6    28.000000
  2  33  7    28.000000
  2  34  8    28.000000
  2  34  9    28.000000
  2  34  10    28.000000
  2  34  11    28.000000
  2  34  12    28.000000
  2  34  13    28.000000
  2  35  14    28.000000
  2  35  16    28.000000
  2  35  17    28.000000
  2  35  18    28.000000
  2  35  19    28.000000
  2  35  20    28.000000
  2  36  21    28.000000
  2  36  22    28.000000
  2  36  23    28.000000
  3  33  1    28.000000
  3  33  2    28.000000
  3  33  3    28.000000
  3  33  4    28.000000
  3  33  5    28.000000
  3  33  6    28.000000
  3  33  7    28.000000
  3  34  8    28.000000
  3  34  9    28.000000
  3  34  10    28.000000
  3  34  11    28.000000
  3  34  12    28.000000
  3  34  13    28.000000
  3  35  14    28.000000
  3  35  15    28.000000
  3  35  16    28.000000
  3  35  17    28.000000
  3  35  18    28.000000
  3  35  19    28.000000
  3  35  20    28.000000
  3  36  21    28.000000
  3  36  22    28.000000
  3  36  23    28.000000
  4  33  1    28.000000
  4  33  2    28.000000
  4  33  3    28.000000
  4  33  4    28.000000
  4  33  5    28.000000
  4  33  6    28.000000
  4  33  7    28.000000
  4  34  8    28.000000
  4  34  9    28.000000
  4  34  10    28.000000
  4  34  11    28.000000
  4  34  12    28.000000
  4  34  13    28.000000
  4  35  14    28.000000
  4  35  15    28.000000
  4  35  16    28.000000
  4  35  17    28.000000
  4  35  18    28.000000
  4  35  19    28.000000
  4  35  20    28.000000
  4  36  21    28.000000
  4  36  22    28.000000
  4  36  23    28.000000
  5  33  1    28.000000
  5  33  2    28.000000
  5  33  3    28.000000
  5  33  4    28.000000
  5  33  5    28.000000
  5  33  6    28.000000
  5  33  7    28.000000
  5  34  8    28.000000
  5  34  9    28.000000
  5  34  10    28.000000
  5  34  11    28.000000
  5  34  12    28.000000
  5  34  13    28.000000
  5  35  14    28.000000
  5  35  15    28.000000
  5  35  16    28.000000
  5  35  17    28.000000
  5  35  18    28.000000
  5  35  19    28.000000
  5  35  20    28.000000
  5  36  21    28.000000
  5  36  22    28.000000
  5  36  23    28.000000
  6  33  1    28.000000
  6  33  2    28.000000
  6  33  3    28.000000
  6  33  4    28.000000
  6  33  5    28.000000
  6  33  6    28.000000
  6  33  7    28.000000
  6  34  8    28.000000
  6  34  9    28.000000
  6  34  10    28.000000
  6  34  11    28.000000
  6  34  12    28.000000
  6  34  13    28.000000
  6  35  14    28.000000
  6  35  15    28.000000
  6  35  16    28.000000
  6  35  17    28.000000
  6  35  18    28.000000
  6  35  19    28.000000
  6  35  20    28.000000
  6  36  21    28.000000
  6  36  22    28.000000
  6  36  23    28.000000
  7  33  1    28.000000
  7  33  2    28.000000
  7  33  3    28.000000
  7  33  4    28.000000
  7  33  5    28.000000
  7  33  6    28.000000
  7  33  7    28.000000
  7  34  8    28.000000
  7  34  9    28.000000
  7  34  10    28.000000
  7  34  11    28.000000
  7  34  12    28.000000
  7  34  13    28.000000
  7  35  14    28.000000
  7  35  15    28.000000
  7  35  16    28.000000
  7  35  17    28.000000
  7  35  18    28.000000
  7  35  19    28.000000
  7  35  20    28.000000
  7  36  21    28.000000
  7  36  22    28.000000
  7  36  23    28.000000
  8  33  1    28.000000
  8  33  2    28.000000
  8  33  3    28.000000
  8  33  4    28.000000
  8  33  5    28.000000
  8  33  6    28.000000
  8  33  7    28.000000
  8  34  8    28.000000
  8  34  9    28.000000
  8  34  10    28.000000
  8  34  11    28.000000
  8  34  12    28.000000
  8  34  13    28.000000
  8  35  14    28.000000
  8  35  15    28.000000
  8  35  16    28.000000
  8  35  17    28.000000
  8  35  18    28.000000
  8  35  19    28.000000
  8  35  20    28.000000
  8  36  21    28.000000
  8  36  22    28.000000
  8  36  23    28.000000
  
